text	kind	city	script	has_diacritic
C&C	amenity	Banja Luka	latin	0
CABANYA Beach bar	amenity	Zvornik	latin	0
CAFE BAR La-BooM	amenity	Tuzla	latin	0
CAPO	amenity	Banja Luka	latin	0
CAR-WASH SAMOUSLUŽNA	amenity	Sarajevo	latin	1
CETEOR	amenity	Sarajevo	latin	0
CFC	amenity	Mostar	latin	0
CHE2	amenity	Sarajevo	latin	0
CIPS Mostar	amenity	Mostar	latin	0
CITY STEAK HOUSE	amenity	Tuzla	latin	0
CNG Refuelling station	amenity	Sarajevo	latin	0
CP	amenity	Goražde	latin	0
Cafe	amenity	Tuzla	latin	0
Cafe 122	amenity	Mostar	latin	0
Cafe Agro	amenity	Mostar	latin	0
Cafe Bar Metro	amenity	Mostar	latin	0
Cafe City	amenity	Bihać	latin	0
Cafe Fenix	amenity	Mostar	latin	0
Cafe Firma	amenity	Sarajevo	latin	0
Cafe Hotel Hecco	amenity	Sarajevo	latin	0
Cafe Linea	amenity	Tuzla	latin	0
Cafe New York	amenity	Tuzla	latin	0
Cafe OKI	amenity	Mostar	latin	0
Cafe Pause	amenity	Tuzla	latin	0
Cafe Pintus	amenity	Tuzla	latin	0
Cafe Pizzeria Revija	amenity	Mostar	latin	0
Cafe Rio mare	amenity	Bihać	latin	0
Cafe Saggitarius	amenity	Tuzla	latin	0
Cafe Sarajevo	amenity	Brčko	latin	0
Cafe Slastičarna	amenity	Tuzla	latin	1
Cafe Sport	amenity	Brčko	latin	0
Cafe Srebrni Dolar	amenity	Bijeljina	latin	0
Cafe Time	amenity	Mostar	latin	0
Cafe Vremeplov	amenity	Travnik	latin	0
Cafe Zmajevo Srce	amenity	Tuzla	latin	0
Cafe bar "NDV"	amenity	Doboj	latin	0
Cafe bar Jaz	amenity	Trebinje	latin	0
Cafe bar Kinđe	amenity	Tuzla	latin	1
Cafe pizzeria	amenity	Tuzla	latin	0
Cafe-bar GOLD	amenity	Sarajevo	latin	0
Cafe-bar Đea	amenity	Sarajevo	latin	1
Cafeteria Boulevard	amenity	Doboj	latin	0
Caffe ""GALERIJA"	amenity	Mostar	latin	0
Caffe "Biblioteka"	amenity	Sarajevo	latin	0
Caffe & Lounge Bar Elti	amenity	Brčko	latin	0
Caffe & Lounge Studio 19	amenity	Zvornik	latin	0
Caffe & Pizzeria Garden	amenity	Trebinje	latin	0
Caffe & Pizzeria HAPPY	amenity	Sarajevo	latin	0
Caffe Aleja	amenity	Bihać	latin	0
Caffe Allegro	amenity	Tuzla	latin	0
Caffe Amsterdam	amenity	Brčko	latin	0
Caffe Art	amenity	Mostar	latin	0
Caffe Balthazar	amenity	Mostar	latin	0
Caffe Bar "Code Caffe"	amenity	Zenica	latin	0
Caffe Bar - Pansion "Boston"	amenity	Bihać	latin	0
Caffe Bar 2A	amenity	Livno	latin	0
Caffe Bar Amazon	amenity	Brčko	latin	0
Caffe Bar Bus Plus	amenity	Mostar	latin	0
Caffe Bar District	amenity	Brčko	latin	0
Caffe Bar Forza	amenity	Mostar	latin	0
Caffe Bar Garage	amenity	Mostar	latin	0
Caffe Bar Havana	amenity	Sarajevo	latin	0
Caffe Bar Journal	amenity	Zenica	latin	0
Caffe Bar Konzulat	amenity	Mostar	latin	0
Caffe Bar Lav	amenity	Mostar	latin	0
Caffe Bar Lis	amenity	Mostar	latin	0
Caffe Bar Merlin	amenity	Zenica	latin	0
Caffe Bar Metropolis	amenity	Livno	latin	0
Caffe Bar Minjon	amenity	Mostar	latin	0
Caffe Bar Pink	amenity	Mostar	latin	0
Caffe Bar Soccer	amenity	Livno	latin	0
Caffe Bar Ćićko	amenity	Livno	latin	1
Caffe Bar Ćoki	amenity	Livno	latin	1
Caffe Black and white	amenity	Goražde	latin	0
Caffe Bona fides	amenity	Goražde	latin	0
Caffe Caffe	amenity	Banja Luka	latin	0
Caffe Cinema	amenity	Doboj	latin	0
Caffe Club Le Figaro	amenity	Sarajevo	latin	0
Caffe Club Trendy	amenity	Sarajevo	latin	0
Caffe Coco	amenity	Goražde	latin	0
Caffe Cult	amenity	Mostar	latin	0
Caffe Derby	amenity	Banja Luka	latin	0
Caffe DobojCaffe	amenity	Doboj	latin	0
Caffe Elefant	amenity	Istočno Sarajevo	latin	0
Caffe Energy	amenity	Mostar	latin	0
Caffe Enigma	amenity	Mostar	latin	0
Caffe Enzzo	amenity	Sarajevo	latin	0
Caffe Fenix	amenity	Mostar	latin	0
Caffe Gagi	amenity	Prijedor	latin	0
Caffe Gaj	amenity	Travnik	latin	0
Caffe Grand	amenity	Trebinje	latin	0
Caffe Harmonija	amenity	Goražde	latin	0
Caffe Hollywood	amenity	Livno	latin	0
Caffe Kiss	amenity	Sarajevo	latin	0
Caffe Kolektiv	amenity	Bijeljina	latin	0
Caffe Latino	amenity	Mostar	latin	0
Caffe LoLeMi	amenity	Sarajevo	latin	0
Caffe London	amenity	Sarajevo	latin	0
Caffe M	amenity	Prijedor	latin	0
Caffe Macchiato AKA U Cuke	amenity	Mostar	latin	0
Caffe Man	amenity	Goražde	latin	0
Caffe Moll-Dandy	amenity	Brčko	latin	0
Caffe Mostar	amenity	Mostar	latin	0
Caffe Number 3	amenity	Mostar	latin	0
Caffe Oxygen	amenity	Livno	latin	0
Caffe PREMIER	amenity	Brčko	latin	0
Caffe Paris	amenity	Sarajevo	latin	0
Caffe Park	amenity	Sarajevo	latin	0
Caffe Pizzeria Perla	amenity	Banja Luka	latin	0
Caffe Pizzeria Čarli	amenity	Travnik	latin	1
Caffe Planet	amenity	Mostar	latin	0
Caffe Plus	amenity	Livno	latin	0
Caffe Pub	amenity	Brčko	latin	0
Caffe Publika	amenity	Mostar	latin	0
Caffe San	amenity	Goražde	latin	0
Caffe Slastičarna EVROPA III	amenity	Zenica	latin	1
Caffe Slastičarna Fast food KORZO	amenity	Mostar	latin	1
Caffe Vienna	amenity	Zenica	latin	0
Caffe bar	amenity	Sarajevo	latin	0
Caffe bar "Džan"	amenity	Sarajevo	latin	1
Caffe bar "LOOK"	amenity	Cazin	latin	0
Caffe bar "Libar"	amenity	Livno	latin	0
Caffe bar "Opatija"	amenity	Livno	latin	0
Caffe bar Adna	amenity	Bihać	latin	0
Caffe bar Aleksandrija	amenity	Banja Luka	latin	0
Caffe bar Alkar	amenity	Livno	latin	0
Caffe bar Azuro	amenity	Brčko	latin	0
Caffe bar BOA	amenity	Brčko	latin	0
Caffe bar BarSA	amenity	Istočno Sarajevo	latin	0
Caffe bar Borat	amenity	Sarajevo	latin	0
Caffe bar Diamant	amenity	Livno	latin	0
Caffe bar Exit	amenity	Prijedor	latin	0
Caffe bar Fancy	amenity	Sarajevo	latin	0
Caffe bar Friends	amenity	Tuzla	latin	0
Caffe bar Globus	amenity	Mostar	latin	0
Caffe bar Hag	amenity	Sarajevo	latin	0
Caffe bar Kent	amenity	Livno	latin	0
Caffe bar Leon	amenity	Sarajevo	latin	0
Caffe bar MY HOME	amenity	Banja Luka	latin	0
Caffe bar Medium	amenity	Mostar	latin	0
Caffe bar Milano	amenity	Zvornik	latin	0
Caffe bar New York	amenity	Sarajevo	latin	0
Caffe bar Oscar	amenity	Tuzla	latin	0
Caffe bar Scala	amenity	Tuzla	latin	0
Caffe bar Signum	amenity	Livno	latin	0
Caffe bar Time out	amenity	Sarajevo	latin	0
Caffe bar Trg	amenity	Brčko	latin	0
Caffe i pizza Urban Forrest	amenity	Mostar	latin	0
Caffe pizzeria M3	amenity	Livno	latin	0
Caffe pizzeria Skripta	amenity	Mostar	latin	0
Caffe slastičarna - pizzeria Fellini	amenity	Sarajevo	latin	1
Caffe Čardak	amenity	Mostar	latin	1
Caffe-bar E.T	amenity	Mostar	latin	0
Caffe-bar Kula	amenity	Mostar	latin	0
Caffe-bar Monkey	amenity	Mostar	latin	0
Caffee Intermezzo	amenity	Prijedor	latin	0
Caffé slastičarna Kup	amenity	Sarajevo	latin	1
Café Kvart Tuzla	amenity	Tuzla	latin	0
Café bar Vellas	amenity	Tuzla	latin	0
Café de Alma	amenity	Mostar	latin	0
Cakum Pakum	amenity	Sarajevo	latin	0
Cala Cafe Bar	amenity	Mostar	latin	0
Calamus	amenity	Mostar	latin	0
Calm Street Caffe	amenity	Bijeljina	latin	0
Campanille	amenity	Mostar	latin	0
Campari	amenity	Banja Luka	latin	0
Camping Neretva	amenity	Mostar	latin	0
Candela	amenity	Banja Luka	latin	0
Cap Cap	amenity	Banja Luka	latin	0
Cap-cap	amenity	Banja Luka	latin	0
Cap-cap Starčevica	amenity	Banja Luka	latin	1
Cappuccino	amenity	Sarajevo	latin	0
Car wash	amenity	Banja Luka	latin	0
Cardak na Uni	amenity	Bihać	latin	0
Cardio	amenity	Banja Luka	latin	0
Caribou Coffee	amenity	Mostar	latin	0
Carina Goražde	amenity	Goražde	latin	1
Carina Livno	amenity	Livno	latin	0
Carinska ispostava Travnik	amenity	Travnik	latin	0
Carinska ispostava Zenica	amenity	Zenica	latin	0
Carinski terminal Mostar	amenity	Mostar	latin	0
Carpe Diem	amenity	Mostar	latin	0
Casa	amenity	Banja Luka	latin	0
Casino Lutrija BiH	amenity	Sarajevo	latin	0
Centar	amenity	Tuzla	latin	0
Centar Safet Zajko	amenity	Sarajevo	latin	0
Centar javne bezbjednosti Istočno Sarajevo	amenity	Sarajevo	latin	1
Centar moderne stomatologije A-Dent	amenity	Brčko	latin	0
Centar za Kulturu Mostar	amenity	Mostar	latin	0
Centar za djecu, mlade i obitelj SPES	amenity	Mostar	latin	0
Centar za kreativan rast i razvoj	amenity	Banja Luka	latin	0
Centar za kulturu	amenity	Goražde	latin	0
Centar za kulturu "Semberija"	amenity	Bijeljina	latin	0
Centar za kulturu i obrazovanje	amenity	Doboj	latin	0
Centar za obrazovanje odraslih	amenity	Bijeljina	latin	0
Centar za poslovnu edukaciju	amenity	Sarajevo	latin	0
Centar za socijalni rad	amenity	Bihać	latin	0
Centar za vještačenje i procjenjivanje "ZENIT"	amenity	Banja Luka	latin	1
Central	amenity	Istočno Sarajevo	latin	0
Central Osiguranje	amenity	Mostar	latin	0
Centralna apoteka	amenity	Banja Luka	latin	0
Centro	amenity	Brčko	latin	0
Centrotrans	amenity	Sarajevo	latin	0
Chaplin	amenity	Travnik	latin	0
Che Pub	amenity	Mostar	latin	0
CheckPoint	amenity	Tuzla	latin	0
Cheers	amenity	Sarajevo	latin	0
Chicago	amenity	Prijedor	latin	0
Chick King	amenity	Tuzla	latin	0
Chick-King 2	amenity	Tuzla	latin	0
Chill Lounge	amenity	Goražde	latin	0
Chipas	amenity	Sarajevo	latin	0
Choco Caffe	amenity	Mostar	latin	0
Ciambella	amenity	Banja Luka	latin	0
Ciao Bella	amenity	Banja Luka	latin	0
Ciglana	amenity	Banja Luka	latin	0
Cine Grand	amenity	Brčko	latin	0
CineStar	amenity	Mostar	latin	0
CineStar Banja Luka 4DX	amenity	Banja Luka	latin	0
Cinema Caffe	amenity	Banja Luka	latin	0
Cineplexx	amenity	Mostar	latin	0
Cinestar	amenity	Bihać	latin	0
City	amenity	Banja Luka	latin	0
City Boutique Hotel	amenity	Sarajevo	latin	0
City Caffe	amenity	Mostar	latin	0
City Center Bihać Parking	amenity	Bihać	latin	1
City Code Hotel	amenity	Zenica	latin	0
City Dent	amenity	Banja Luka	latin	0
City Hostel Banja Luka	amenity	Banja Luka	latin	0
City Hotel	amenity	Mostar	latin	0
City Pub	amenity	Sarajevo	latin	0
City Rent A Car	amenity	Banja Luka	latin	0
City caffe	amenity	Banja Luka	latin	0
Cići Pan	amenity	Banja Luka	latin	1
Club 089	amenity	Trebinje	latin	0
Club ? Upitnik	amenity	Bijeljina	latin	0
Club Aleksa	amenity	Mostar	latin	0
Club Boomerang	amenity	Goražde	latin	0
Club Downtown	amenity	Sarajevo	latin	0
Club Hol	amenity	Doboj	latin	0
Club House MK Vukovi	amenity	Livno	latin	0
Club Palma	amenity	Tuzla	latin	0
Club Studio	amenity	Doboj	latin	0
Club Teatar	amenity	Sarajevo	latin	0
Club VIva	amenity	Tuzla	latin	0
CoCo Fresh Tea & Juice	amenity	Banja Luka	latin	0
Coccinelle	amenity	Sarajevo	latin	0
Cocktail & Lounge bar POLARIS	amenity	Mostar	latin	0
Cocktail bar Black Pearl	amenity	Mostar	latin	0
Coco cafe	amenity	Sarajevo	latin	0
Code	amenity	Banja Luka	latin	0
Coffee	amenity	Banja Luka	latin	0
Coffee "HOUSE"	amenity	Sarajevo	latin	0
Coffee O Clock	amenity	Sarajevo	latin	0
Coffee Station	amenity	Sarajevo	latin	0
Coffee Time	amenity	Sarajevo	latin	0
Coffee shop	amenity	Brčko	latin	0
Cojla	amenity	Mostar	latin	0
Collegium Club - Zenica	amenity	Zenica	latin	0
Colt	amenity	Livno	latin	0
ComTrade	amenity	Sarajevo	latin	0
Com_Soft d.o.o. Cazin	amenity	Cazin	latin	0
Confucius Institute Sarajevo	amenity	Sarajevo	latin	0
Consul	amenity	Travnik	latin	0
Continental Adventure	amenity	Livno	latin	0
Contra	amenity	Sarajevo	latin	0
Cooltura	amenity	Zenica	latin	0
Coppa d'Oro	amenity	Sarajevo	latin	0
Corda	amenity	Prijedor	latin	0
Corner	amenity	Zenica	latin	0
Corso	amenity	Banja Luka	latin	0
Corso caffe	amenity	Brčko	latin	0
Cotta	amenity	Mostar	latin	0
Coworking District	amenity	Brčko	latin	0
Cranex	amenity	Banja Luka	latin	0
Cream Shop	amenity	Sarajevo	latin	0
Criminal lab	amenity	Zenica	latin	0
Cristallo - Concept bar	amenity	Livno	latin	0
Cristallo food	amenity	Livno	latin	0
Crkva Blažene Djevice Marije Anđeoske	amenity	Bihać	latin	1
Crkva Cerovi	amenity	Tuzla	latin	0
Crkva Drinskih mučenica	amenity	Goražde	latin	1
Crkva Hrista Spasitelja	amenity	Brčko	latin	0
Crkva Rođenja Blažene Djevice Marije	amenity	Tuzla	latin	1
Crkva Rođenja Svetog Jovana Preteče i Krstitelja	amenity	Zvornik	latin	1
Crkva Sv. Alojza Gonzage	amenity	Travnik	latin	0
Crkva Sv. Mihovila Arkanđela	amenity	Trebinje	latin	1
Crkva Svete Angeline	amenity	Istočno Sarajevo	latin	0
Crkva Svetih Kirila i Metodija	amenity	Trebinje	latin	0
Crkva Svetog Jovana Krstitelja	amenity	Bijeljina	latin	0
Crkva Svetog Pantelejmona	amenity	Trebinje	latin	0
Crkva Svetog Varnave Hvostanskog	amenity	Istočno Sarajevo	latin	0
Crkva Svetog Velikomučenika Georgija	amenity	Bijeljina	latin	1
Crkva Svih Svetih	amenity	Livno	latin	0
Crkva Uspenija Presvete Bogorodice	amenity	Livno	latin	0
Crkva Uspenja presvete Bogorodice	amenity	Brčko	latin	0
Crkva Uznesenja Svetog Križa	amenity	Zenica	latin	1
Crkva na Gospinom Vrilu	amenity	Travnik	latin	0
Crkva sv. Georgija	amenity	Goražde	latin	0
Crkva sv. Ivana Krstitelja	amenity	Travnik	latin	0
Crkva sv. Petra i Pavla	amenity	Livno	latin	0
Crkva sv. Trojice	amenity	Bihać	latin	0
Crkva svetih cara Konstantina i carice Jelene	amenity	Trebinje	latin	0
Crkva uspenja presvete Bogorodice	amenity	Travnik	latin	0
Crkva uznesenja blažene djevice Marije	amenity	Travnik	latin	1
Crni Bombarder	amenity	Brčko	latin	0
Croatia Osiguranje	amenity	Mostar	latin	0
Croatia Osiguranje d.d. Mostar	amenity	Mostar	latin	0
Crvena apoteka	amenity	Sarajevo	latin	0
Crveni križ grada Bihaća	amenity	Bihać	latin	1
Crvka Svete Petke Trnove	amenity	Zvornik	latin	0
Cubana	amenity	Banja Luka	latin	0
Cube	amenity	Mostar	latin	0
Curry	amenity	Sarajevo	latin	0
DD DRIVE rent a car	amenity	Banja Luka	latin	0
DF BPK	amenity	Goražde	latin	0
DHL	amenity	Banja Luka	latin	0
DIONIZ	amenity	Mostar	latin	0
DIVa medica	amenity	Banja Luka	latin	0
DM	amenity	Travnik	latin	0
DON	amenity	Sarajevo	latin	0
DWS studio	amenity	Sarajevo	latin	0
Dablin	amenity	Mostar	latin	0
Dacko	amenity	Mostar	latin	0
Dado	amenity	Sarajevo	latin	0
Dado 2	amenity	Goražde	latin	0
Dago-dent	amenity	Banja Luka	latin	0
Dajak	amenity	Banja Luka	latin	0
Dajak pristanište	amenity	Banja Luka	latin	1
Dalton's Diner	amenity	Brčko	latin	0
Dario	amenity	Mostar	latin	0
Das ist Walter	amenity	Sarajevo	latin	0
DeNaro	amenity	Zenica	latin	0
Debi	amenity	Prijedor	latin	0
Deda Luka	amenity	Banja Luka	latin	0
Del Rio	amenity	Mostar	latin	0
Delfin	amenity	Sarajevo	latin	0
Delicija	amenity	Tuzla	latin	0
Delikatesna Radnia	amenity	Sarajevo	latin	0
Delta	amenity	Sarajevo	latin	0
Delta Autoperionica	amenity	Banja Luka	latin	0
Demirović	amenity	Sarajevo	latin	1
Dental Estetika	amenity	Zenica	latin	0
Dental Hairlahovic	amenity	Tuzla	latin	0
Dental Studio Joldić	amenity	Tuzla	latin	1
Dentalna klinika	amenity	Banja Luka	latin	0
Dentina	amenity	Banja Luka	latin	0
Dentix	amenity	Travnik	latin	0
Depo ljekarna Rodoč	amenity	Mostar	latin	1
Dervoz Buregdžinica	amenity	Sarajevo	latin	1
Desetka	amenity	Cazin	latin	0
Design Bar	amenity	Mostar	latin	0
Dezert	amenity	Sarajevo	latin	0
Dežurna Apoteka Marijin dvor	amenity	Sarajevo	latin	1
Diablo	amenity	Sarajevo	latin	0
Dialog	amenity	Sarajevo	latin	0
Dibek	amenity	Sarajevo	latin	0
Didova avlija	amenity	Cazin	latin	0
Dijalizni centar	amenity	Zvornik	latin	0
Dilaver Comany Zenica	amenity	Zenica	latin	0
Dinara	amenity	Banja Luka	latin	0
Dinjevačko kolo	amenity	Trebinje	latin	1
Dionis	amenity	Banja Luka	latin	0
Diplomac	amenity	Bihać	latin	0
Direkcija za civilno zrakoplovstvo	amenity	Banja Luka	latin	0
Diskoteka	amenity	Sarajevo	latin	0
Diskoteka "Rodeo"	amenity	Sarajevo	latin	0
Diva Medica, ogranak "1. Maj"	amenity	Goražde	latin	0
Divne Stvari	amenity	Sarajevo	latin	0
Dizdarevića kolo	amenity	Trebinje	latin	1
Djevojačka česma	amenity	Mostar	latin	1
Dječija biblioteka	amenity	Sarajevo	latin	1
Dječije obdanište	amenity	Brčko	latin	1
Dječije pozorište Republike Srpske	amenity	Banja Luka	latin	1
Dječiji kutak	amenity	Tuzla	latin	1
Dječiji vrtić "Park"	amenity	Bihać	latin	1
Dječji vrtić Mrvica	amenity	Mostar	latin	1
Dječji vrtić Pčelice	amenity	Livno	latin	1
Dobro	amenity	Banja Luka	latin	0
Dodge	amenity	Trebinje	latin	0
Dog Snow	amenity	Brčko	latin	0
Dolce vita	amenity	Banja Luka	latin	0
Dolcetto	amenity	Sarajevo	latin	0
Dom Armije	amenity	Sarajevo	latin	0
Dom Faletići	amenity	Sarajevo	latin	1
Dom Književnosti Tuzla	amenity	Tuzla	latin	1
Dom Penzionera	amenity	Tuzla	latin	0
Dom Zdravlja	amenity	Tuzla	latin	0
Dom kulture	amenity	Trebinje	latin	0
Dom kulture Usora	amenity	Doboj	latin	0
Dom penzionera/umirovljenika Goražde	amenity	Goražde	latin	1
Dom sindikata Banja Luka	amenity	Banja Luka	latin	0
Dom sv. Ante	amenity	Mostar	latin	0
Dom za nezbrinutu djecu	amenity	Tuzla	latin	0
Dom zdravlja	amenity	Brčko	latin	0
Dom zdravlja Bihać	amenity	Bihać	latin	1
Dom zdravlja Bijeljina	amenity	Bijeljina	latin	0
Dom zdravlja Livno	amenity	Livno	latin	0
Dom zdravlja Prijedor	amenity	Prijedor	latin	0
Dom zdravlja Travnik	amenity	Travnik	latin	0
Dom zdravlja Zenica	amenity	Zenica	latin	0
Dom zdravlja Zvornik	amenity	Zvornik	latin	0
Domino	amenity	Travnik	latin	0
Dominović	amenity	Banja Luka	latin	1
Dompes	amenity	Mostar	latin	0
Donatelo	amenity	Banja Luka	latin	0
Doner - kebab	amenity	Tuzla	latin	0
Doner DC	amenity	Brčko	latin	0
Doner House	amenity	Travnik	latin	0
Donerhana	amenity	Tuzla	latin	0
Donje Ćatovića kolo / Kolo na Dugome	amenity	Trebinje	latin	1
Donji Miljevići	amenity	Sarajevo	latin	1
Donji Miljevići - MTB City road	amenity	Sarajevo	latin	1
Donkebab	amenity	Mostar	latin	0
DownTown	amenity	Banja Luka	latin	0
Downtown	amenity	Prijedor	latin	0
Dođi ba	amenity	Sarajevo	latin	1
Dr Antonić	amenity	Banja Luka	latin	1
Dr Deri	amenity	Banja Luka	latin	0
Dr Jelena	amenity	Banja Luka	latin	0
Dr Keleman	amenity	Banja Luka	latin	0
Dr Lolić	amenity	Banja Luka	latin	1
Dr Miličević - Specijalistička urološka ordinacija	amenity	Bijeljina	latin	1
Dr Perović	amenity	Banja Luka	latin	1
Dr Roljić	amenity	Banja Luka	latin	1
Dr Stajčić	amenity	Banja Luka	latin	1
Dr Venera Jandrić	amenity	Prijedor	latin	1
Dr Vučen	amenity	Banja Luka	latin	1
Dr. Adrović	amenity	Goražde	latin	1
Dr. Drljević	amenity	Zvornik	latin	1
Dr. Kusturica	amenity	Brčko	latin	0
Dr. Maslać	amenity	Mostar	latin	1
Dr. Mačkić	amenity	Sarajevo	latin	1
Dr. Pinjić	amenity	Mostar	latin	1
Dr. Tafi	amenity	Travnik	latin	0
Dr. Čekro	amenity	Mostar	latin	1
Dragstes	amenity	Brčko	latin	0
Draško	amenity	Brčko	latin	1
Dream Apartments Mostar	amenity	Mostar	latin	0
Drink at Black Cat	amenity	Sarajevo	latin	0
Drive-In ATM	amenity	Sarajevo	latin	0
Druga Kuća Lora	amenity	Sarajevo	latin	1
Druga gimnazija Mostar	amenity	Mostar	latin	0
Druga osnovna škola Omerbegovača	amenity	Brčko	latin	1
Drugi Način	amenity	Mostar	latin	1
Društveni dom	amenity	Zenica	latin	1
Društveni dom/Друштвени дом	amenity	Prijedor	cyrillic	1
Drvenija	amenity	Sarajevo	latin	0
Dub Dent	amenity	Banja Luka	latin	0
Dublin	amenity	Trebinje	latin	0
Dubrovnik	amenity	Zenica	latin	0
Dudo	amenity	Prijedor	latin	0
Duff	amenity	Brčko	latin	0
Duman	amenity	Livno	latin	0
Dunav osiguranje	amenity	Banja Luka	latin	0
Duo	amenity	Banja Luka	latin	0
Duo Pascucci	amenity	Mostar	latin	0
DurPharm	amenity	Tuzla	latin	0
Duradžik	amenity	Mostar	latin	1
Dva Ribara	amenity	Sarajevo	latin	0
Dvorište	amenity	Banja Luka	latin	1
Dzamija Pridrazici	amenity	Zenica	latin	0
Döner Kebab	amenity	Mostar	latin	0
Džamija "Bosna"	amenity	Zenica	latin	1
Džamija Bare	amenity	Goražde	latin	1
Džamija Behram-begove medrese	amenity	Tuzla	latin	1
Džamija Blatuša	amenity	Zenica	latin	1
Džamija Divič	amenity	Zvornik	latin	1
Džamija Donja Gračanica	amenity	Zenica	latin	1
Džamija Gnjilavac	amenity	Cazin	latin	1
Džamija Gornje Prekounje	amenity	Bihać	latin	1
Džamija Hambarine	amenity	Prijedor	latin	1
Džamija Hatinac	amenity	Bihać	latin	1
Džamija Kahvica	amenity	Travnik	latin	1
Džamija Kalibunar	amenity	Travnik	latin	1
Džamija Kula Grad	amenity	Zvornik	latin	1
Džamija Lukovo polje	amenity	Zenica	latin	1
Džamija MZ Brod	amenity	Brčko	latin	1
Džamija Mala Lisa	amenity	Cazin	latin	1
Džamija Mladije	amenity	Tuzla	latin	1
Džamija Moluhe	amenity	Tuzla	latin	1
Džamija Mufid Sokolović	amenity	Goražde	latin	1
Džamija Obarak	amenity	Goražde	latin	1
Džamija Omerbegovača	amenity	Brčko	latin	1
Džamija Pehare	amenity	Zenica	latin	1
Džamija Polje	amenity	Cazin	latin	1
Džamija Pridvorci	amenity	Trebinje	latin	1
Džamija Selimija	amenity	Doboj	latin	1
Džamija Sepetari	amenity	Tuzla	latin	1
Džamija Slatina	amenity	Cazin	latin	1
Džamija Stara čaršija	amenity	Goražde	latin	1
Džamija Talami	amenity	Zenica	latin	1
Džamija Trgovišće	amenity	Zenica	latin	1
Džamija Trnjak	amenity	Doboj	latin	1
Džamija Tušanj	amenity	Tuzla	latin	1
Džamija Zulići	amenity	Travnik	latin	1
Džamija i kulturno-obrazovni centar Amber-hatun	amenity	Tuzla	latin	1
Džamija sluge dvaju harema Kralj Abdullah Bih Abdulah Aziz Ali Saud	amenity	Tuzla	latin	1
Džamija u Poljicu	amenity	Zenica	latin	1
Džamija Čurčinica	amenity	Livno	latin	1
Džamija Šehida	amenity	Zenica	latin	1
Džeda	amenity	Prijedor	latin	1
Džindijska (Huseina Čauša) džamija	amenity	Tuzla	latin	1
EKS intec d.o.o.	amenity	Tuzla	latin	0
EKSA	amenity	Sarajevo	latin	0
EMAX d.o.o. Tuzla	amenity	Tuzla	latin	0
EON ICT	amenity	Banja Luka	latin	0
EON-B	amenity	Zenica	latin	0
EP	amenity	Zenica	latin	0
EP BiH	amenity	Mostar	latin	0
ETN hotel	amenity	Sarajevo	latin	0
Edem	amenity	Mostar	latin	0
EducationUSA	amenity	Sarajevo	latin	0
Edukacijsko-rehabilitacijski fakultet	amenity	Tuzla	latin	0
Edukativno-kulturni centar Ihtus	amenity	Banja Luka	latin	0
Efes	amenity	Sarajevo	latin	0
Egoist	amenity	Mostar	latin	0
Egzotik	amenity	Prijedor	latin	0
Eki Mikrokrediti	amenity	Livno	latin	0
Eklektik	amenity	Banja Luka	latin	0
Eko forum Zenica	amenity	Zenica	latin	0
Eko otok	amenity	Bihać	latin	0
Ekonomska	amenity	Tuzla	latin	0
Ekonomska škola	amenity	Bijeljina	latin	1
Ekonomski fakultet	amenity	Sarajevo	latin	0
Ekspres restoran	amenity	Sarajevo	latin	0
El Kazbah	amenity	Sarajevo	latin	0
El Tarik Oil	amenity	Goražde	latin	0
Elektro Bijeljina	amenity	Bijeljina	latin	0
Elektro Doboj	amenity	Doboj	latin	0
Elektro tim	amenity	Banja Luka	latin	0
Elektrodistribucija	amenity	Bihać	latin	0
Elektroprivreda Bosne i Hercegovine	amenity	Goražde	latin	0
Elektroprivreda HZHB	amenity	Mostar	latin	0
Elektroprivreda Republike Srpske	amenity	Trebinje	latin	0
Elektroprivreda Zenica	amenity	Zenica	latin	0
Elektrotehnička škola	amenity	Bihać	latin	1
Elite	amenity	Livno	latin	0
Elite Guest House	amenity	Mostar	latin	0
Emporio	amenity	Banja Luka	latin	0
EnergoPetrol	amenity	Zenica	latin	0
Energopetrol	amenity	Tuzla	latin	0
Energy	amenity	Banja Luka	latin	0
Energy Bentz	amenity	Brčko	latin	0
Energy Benz	amenity	Brčko	latin	0
Energy Car Wash	amenity	Mostar	latin	0
Energy Commerce	amenity	Mostar	latin	0
Enigma	amenity	Livno	latin	0
