case_id	source	bs	en	terms	categories	accept_en	variant_bs	variant_swaps
ntrex-828	ntrex	U izjavi za Sunday Times Culture, Kit je rekao da vjeruje da je “nešto pošlo naopako” i zapitao se kako se nositi s problemom toksične mačo kulture u doba #MeToo.	Speaking to The Sunday Times Culture, Kit said he believes 'something's gone wrong' and questioned how to tackle the problem of toxic masculinity in the #MeToo era.	vjeruje	yat	believes	U izjavi za Sunday Times Culture, Kit je rekao da veruje da je “nešto pošlo naopako” i zapitao se kako se nositi s problemom toksične mačo kulture u doba #MeToo.	vjeruje>veruje
ntrex-832	ntrex	Kit vjeruje da je televizija možda dijelom odgovorna za širenje toksične mačo kulture zbog prikazivanja likova koji se predstavljaju kao muškarčine.	Kit believes television may be partly responsible for the rise in toxic masculinity thanks to its very masculine characters.	vjeruje	yat	believes	Kit veruje da je televizija možda dijelom odgovorna za širenje toksične mačo kulture zbog prikazivanja likova koji se predstavljaju kao muškarčine.	vjeruje>veruje
ntrex-853	ntrex	Studije procjenjuju da zbog konzervativnih shvatanja u zemlji, 70–90% muškaraca koji imaju spolne odnose s muškarcima na kraju stupe u brak sa ženama.	Because of the country's conservative values, studies have estimated that 70-90% of men who have sex with men will eventually marry women.	procjenjuju	yat	estimated	Studije procenjuju da zbog konzervativnih shvatanja u zemlji, 70–90% muškaraca koji imaju spolne odnose s muškarcima na kraju stupe u brak sa ženama.	procjenjuju>procenjuju
ntrex-892	ntrex	Njeni savjetnici iz obavještajne službe je informišu da su svi aktivni špijuni kompromitovani i da će morati da uposli nekog od penzionisanih.	Her intelligence advisers inform her that as every single active spy has been compromised, she will have to bring someone out of retirement.	obavještajne	yat	intelligence	Njeni savjetnici iz obaveštajne službe je informišu da su svi aktivni špijuni kompromitovani i da će morati da uposli nekog od penzionisanih.	obavještajne>obaveštajne
ntrex-913	ntrex	Kancelar opozicije John McDonnell je iskoristio konferenciju Laburističke partije prošle sedmice kako bi izložio svoje viđenje socijalističke revolucije u ekonomiji.	Shadow Chancellor John McDonnell used last week's Labour conference to flesh out his vision for a socialist revolution in the economy.	sedmice	lex	week		
ntrex-974	ntrex	Pedeset osam procenata birača koji će „vjerovatno” glasati u državi Massachusetts reklo je da se senatorka ne bi trebala kandidovati, prema anketi koju je proveo Centar za politička istraživanja Univerziteta Suffolk/list Boston Globe.	"Fifty-eight percent of ""likely"" Massachusetts voters said the senator should not run, according to the Suffolk University Political Research Center/Boston Globe poll."	univerziteta	lex	university		
ntrex-1068	ntrex	"Jedan od njegovih unuka, Michael Vann, rekao je da je „nevjerovatno simbolično"" to što je spomenik otkriven tačno 100 godina nakon podviga za koji je njegov djed dobio nagradu."	"One of his grandsons, Michael Vann, said it was ""brilliantly symbolic"" the stone would be revealed exactly 100 years on from his grandfather's award-winning feat."	tačno	lex	exactly	"Jedan od njegovih unuka, Michael Vann, rekao je da je „nevjerovatno simbolično"" to što je spomenik otkriven točno 100 godina nakon podviga za koji je njegov djed dobio nagradu."	tačno>točno
ntrex-1081	ntrex	"„Radi se o propisu vlade gdje stoji da je u 6 sati ujutro taj sadržaj neprimjeren, te su ga morali zamijeniti programom za djecu, "" rekao je Dave Schwartz, viši potpredsjednik Bellatora za marketing i komunikacije, na pitanje o prijenosu."	"""It's government regulation that at 6 a.m. that content was not suitable so they had to switch to children's programming, "" said Dave Schwartz, Bellator senior vice president of marketing and communication, when asked about the transmission."	potpredsjednik	yat	vice,president	"„Radi se o propisu vlade gdje stoji da je u 6 sati ujutro taj sadržaj neprimjeren, te su ga morali zamijeniti programom za djecu, "" rekao je Dave Schwartz, viši potpredsednik Bellatora za marketing i komunikacije, na pitanje o prijenosu."	potpredsjednik>potpredsednik
ntrex-1229	ntrex	Brexit: UK će zauvijek žaliti što je izgubila proizvođače automobila	Brexit: UK 'would forever regret' losing carmakers	zauvijek	yat	forever	Brexit: UK će zauvek žaliti što je izgubila proizvođače automobila	zauvijek>zauvek
ntrex-1230	ntrex	"UK će „zauvijek žaliti"" ako izgubi status svjetskog lidera u proizvodnji automobila nakon Brexita, rekao je poslovni sekretar Greg Clark."	"The UK ""would regret it forever"" if it lost its status as a world leader in car manufacturing after Brexit, Business Secretary Greg Clark has said."	zauvijek	yat	forever	"UK će „zauvek žaliti"" ako izgubi status svjetskog lidera u proizvodnji automobila nakon Brexita, rekao je poslovni sekretar Greg Clark."	zauvijek>zauvek
ntrex-1268	ntrex	Trump redovno odgovara na pitanja kad napušta Bijelu kuću ili kada učestvuje na otvorenim sjednicama ili na konferencijama za štampu prilikom posjeta zvaničnika.	Trump regularly takes questions when leaving the White House or participating in open sessions or press conferences with visiting dignitaries.	učestvuje|štampu	lex|lex	participating|press	Trump redovno odgovara na pitanja kad napušta Bijelu kuću ili kada sudjeluje na otvorenim sjednicama ili na konferencijama za štampu prilikom posjeta zvaničnika.	učestvuje>sudjeluje
ntrex-1269	ntrex	Samostalne konferencije za štampu su rijetkost.	Solo press conferences are rare.	štampu	lex	press		
ntrex-1299	ntrex	Procjenjuje se da 13% novosagrađenih nekretnina u Londonu kupuju osobe koje nemaju prebivalište u UK, zbog čega cijene rastu, a kupcima koji prvi put kupuju nekretinu postaje teže da postanu kućevlasnici.	An estimated 13 per cent of new-build London properties are bought by non-UK residents, driving up prices and making it harder for first-time buyers to get a foot on the housing ladder.	procjenjuje	yat	estimated	Procenjuje se da 13% novosagrađenih nekretnina u Londonu kupuju osobe koje nemaju prebivalište u UK, zbog čega cijene rastu, a kupcima koji prvi put kupuju nekretinu postaje teže da postanu kućevlasnici.	Procjenjuje>Procenjuje
ntrex-1323	ntrex	I Ross kaže da se sada osjeća ugodnije nego ikada tokom svoje igračke karijere u Clydeu, Hartlepoolu, Falkirku, St. Mirrenu i Hamilton Academicalu.	And Ross says he feels more comfortable now than he ever did during his playing career at Clyde, Hartlepool, Falkirk, St Mirren and Hamilton Academical.	osjeća	yat	feels	I Ross kaže da se sada oseća ugodnije nego ikada tokom svoje igračke karijere u Clydeu, Hartlepoolu, Falkirku, St. Mirrenu i Hamilton Academicalu.	osjeća>oseća
ntrex-1355	ntrex	Istraživanje provedeno od strane organizacije Digitalna svijest UK i Konferencije direktora i direktorki (HMC) nezavisnih škola, otkrilo je da je 40% djece od 11 do 18 godina imalo dva profila, dok je polovina njih priznala da ima privatne naloge.	"The research, by Digital Awareness UK and the Headmasters"" and Headmistresses"" Conference (HMC) of independent schools, found 40 per cent of 11 to 18-year-olds had two profiles, with half of those admitting to keeping private accounts."	svijest	yat	awareness	Istraživanje provedeno od strane organizacije Digitalna svest UK i Konferencije direktora i direktorki (HMC) nezavisnih škola, otkrilo je da je 40% djece od 11 do 18 godina imalo dva profila, dok je polovina njih priznala da ima privatne naloge.	svijest>svest
ntrex-1386	ntrex	Neko drugi je komentirao: „Ovo je smiješna reklama usmjerena na mame koje izdajaju mlijeko (često na radnom mjestu ili u toaletu) i osjećaju se kao „krave”.	"Another commented: ""This is a fun advert aimed at mums who pump (often in their workplaces or toilets) and feel like ""cows."""	osjećaju	yat	feel	Neko drugi je komentirao: „Ovo je smiješna reklama usmjerena na mame koje izdajaju mlijeko (često na radnom mjestu ili u toaletu) i osećaju se kao „krave”.	osjećaju>osećaju
ntrex-1389	ntrex	Koncept reklame zasniva se na saznanju da mnoge majke koje izdajaju mlijeko kažu da se osjećaju kao krave.	The concept behind the campaign is based on the insight that many women who breast-pump say they feel like cows.	osjećaju	yat	feel	Koncept reklame zasniva se na saznanju da mnoge majke koje izdajaju mlijeko kažu da se osećaju kao krave.	osjećaju>osećaju
ntrex-1425	ntrex	Moualem je iznio uslove Vlade Sirije za učešće u radu komiteta, rekavši da bi rad tog tijela trebalo ograničiti na „razmatranje članova trenutnog ustava” i upozorio na mogućnost vanjskog uplitanja.	"Moualem laid out conditions for the Syrian government's participation in the committee, saying the panel's work should be restricted ""to reviewing the articles of the current constitution,"" and warned against interference."	učešće	lex	participation		
ntrex-1682	ntrex	Kontrolor zračnog saobraćaja izgubio život kako bi osigurao da stotine putnika u avionu izbjegnu zemljotres.	Air Traffic Controller Dies To Ensure Hundreds On Plane Can Escape Earthquake	avionu	lex	plane	Kontrolor zračnog saobraćaja izgubio život kako bi osigurao da stotine putnika u zrakoplovu izbjegnu zemljotres.	avionu>zrakoplovu
ntrex-1709	ntrex	Lokalne plovilice su pomogle u spašavanju ostalih putnika i članova posade nakon što je avion pao u vodu u pokušaju da sleti na ostrvski aerodrom Chuuk.	Local boats helped rescue the other passengers and crew after the plane hit the water while trying to land at the Chuuk Island airport.	avion	lex	plane	Lokalne plovilice su pomogle u spašavanju ostalih putnika i članova posade nakon što je zrakoplov pao u vodu u pokušaju da sleti na ostrvski aerodrom Chuuk.	avion>zrakoplov
ntrex-1713	ntrex	I aviokompanija i američka mornarica su saopštile da je avion završio u laguni ne stigavši do piste.	The airline and the U.S. Navy both said the plane landed in the lagoon short of the runway.	avion	lex	plane	I aviokompanija i američka mornarica su saopštile da je zrakoplov završio u laguni ne stigavši do piste.	avion>zrakoplov
ntrex-1717	ntrex	Jaynes je rekao kako su se on i ostali uspjeli probiti do izlaza za slučaj opasnosti kroz vodu koja im je sezala do struka u avionu koji je tonuo.	Jaynes said he and others managed to wade through waist-deep water to the emergency exits on the sinking plane.	uspjeli|avionu	yat|lex	managed|plane	Jaynes je rekao kako su se on i ostali uspeli probiti do izlaza za slučaj opasnosti kroz vodu koja im je sezala do struka u zrakoplovu koji je tonuo.	uspjeli>uspeli|avionu>zrakoplovu
ntrex-1768	ntrex	Mislim da je on na uspjeh Paddingtona gledao na neki takav način.	I think he viewed Paddington's success sort of in that way.	uspjeh	yat	success	Mislim da je on na uspeh Paddingtona gledao na neki takav način.	uspjeh>uspeh
ntrex-1783	ntrex	Na kraju se gđa. Ednan-Laperouse, koja je sada bila u žalosti zbog smrti ćerke, ukrcala u avion zajedno sa ostalim putnicima, koji nisu ni sanjali kroz kakvu je muku ona prolazila.	Eventually Mrs Ednan-Laperouse, by now grieving for the loss of her daughter, boarded the plane alongside the other passengers - oblivious to the ordeal she was going through.	avion	lex	plane	Na kraju se gđa. Ednan-Laperouse, koja je sada bila u žalosti zbog smrti ćerke, ukrcala u zrakoplov zajedno sa ostalim putnicima, koji nisu ni sanjali kroz kakvu je muku ona prolazila.	avion>zrakoplov
ntrex-1823	ntrex	Velikoj većini prebjeglih sa sjevera na kraju bude ponuđeno državljanstvo Južne Koreje.	The vast majority of defectors from the North are eventually offered South Korean citizenship.	sjevera	yat	north	Velikoj većini prebjeglih sa severa na kraju bude ponuđeno državljanstvo Južne Koreje.	sjevera>severa
ntrex-1880	ntrex	Sirija je spremna” za povratak izbjeglica, izjavljuje ministar vanjskih poslova.	Syria 'ready' for refugees to return, says Foreign Minister	izbjeglica	yat	refugees	Sirija je spremna” za povratak izbeglica, izjavljuje ministar vanjskih poslova.	izbjeglica>izbeglica
ntrex-1881	ntrex	Sirija kaže da je spremna za dobrovoljni povratak izbjeglica i apeluje za pomoć u obnovi zemlje razorene ratom koji traje već više od sedam godina.	Syria says it's ready for the voluntary return of refugees and is appealing for help to rebuild the country devastated by a more than seven-year long war.	izbjeglica	yat	refugees	Sirija kaže da je spremna za dobrovoljni povratak izbeglica i apeluje za pomoć u obnovi zemlje razorene ratom koji traje već više od sedam godina.	izbjeglica>izbeglica
ntrex-1885	ntrex	Sada postoje svi uslovi za dobrovoljni povratak izbjeglica u zemlju koju su morali napustiti zbog terorizma i jednostranih ekonomskih mjera koje su bile usmjerene na njihov svakodnevni život i egzistenciju.	All conditions are now present for the voluntary return of refugees to the country they had to leave because of terrorism and the unilateral economic measures that targeted their daily lives and their livelihoods.	mjera	yat	measures	Sada postoje svi uslovi za dobrovoljni povratak izbjeglica u zemlju koju su morali napustiti zbog terorizma i jednostranih ekonomskih mera koje su bile usmjerene na njihov svakodnevni život i egzistenciju.	mjera>mera
ntrex-1911	ntrex	Pregrupirat ćemo se, radit ću s PGA-om Amerike i našim odborom Ryder kupa i krenut ćemo naprijed.	We'll regroup, I'll work with the PGA of America and our Ryder Cup Committee and we'll move forward.	naprijed	yat	forward	Pregrupirat ćemo se, radit ću s PGA-om Amerike i našim odborom Ryder kupa i krenut ćemo napred.	naprijed>napred
setimes_test-12	setimes_test	Zemljotres se osjetio u susjednim pokrajinama Tunceli, Bingol i Diyarbakir, izvještava turski dnevnik Hurriyet.	The quake was felt in the neighbouring provinces of Tunceli, Bingol and Diyarbakir, the Turkish daily Hurriyet reported.	susjednim	yat	neighbouring	Zemljotres se osjetio u susednim pokrajinama Tunceli, Bingol i Diyarbakir, izvještava turski dnevnik Hurriyet.	susjednim>susednim
setimes_test-18	setimes_test	"Iznad svega, to ukazuje na neuspjeh obrazovnih i sigurnosnih institucija u smislu rješavanja tog ozbiljnog problema koji počinje dostizati zabrinjavajuće proporcije,"" prokomentirao je Avni Bytyci iz nevladine organizacije INPO, jedne od malog broja organizacija koje se bave tim problemom."	"Above all, it is an indication of the failure of educational and security institutions to address this serious problem that is beginning to reach worrisome proportions,"" commented Avni Bytyci of the NGO INPO, one of the few organisations that has addressed the problem."	neuspjeh	yat	failure	"Iznad svega, to ukazuje na neuspeh obrazovnih i sigurnosnih institucija u smislu rješavanja tog ozbiljnog problema koji počinje dostizati zabrinjavajuće proporcije,"" prokomentirao je Avni Bytyci iz nevladine organizacije INPO, jedne od malog broja organizacija koje se bave tim problemom."	neuspjeh>neuspeh
setimes_test-38	setimes_test	Prema riječima direktora instituta Nemanje Damjanova, sredstva se koriste za kupovinu i postavljanje sofisticiranog digitalnog rendgenskog sistema.	According to institute head Nemanja Damjanov, the funds were being used for the purchase and installation of a sophisticated digital X-ray system.	riječima	yat	according	Prema rečima direktora instituta Nemanje Damjanova, sredstva se koriste za kupovinu i postavljanje sofisticiranog digitalnog rendgenskog sistema.	riječima>rečima
setimes_test-43	setimes_test	On je predstavljao Makedoniju na takmičenju za Pjesmu Evrovizije 2004, iste godine kad je imenovan za ambasadora dobre volje UNICEF-a.	He represented Macedonia in the 2004 Eurovision contest, the same year he was named a UNICEF Goodwill ambassador.	ambasadora	lex	ambassador		
setimes_test-48	setimes_test	Kako bi ispunila odrednice EU, Bugarska mora osigurati da udio energije iz energije vjetra, sunca i drugih zelenih izvora do 2020. dostigne 16% od bruto krajnje potrošnje energije u zemlji.	To meet EU specifications, Bulgaria must ensure that the share of energy generated from wind, solar and other green sources will reach 16% of the country's gross final energy consumption by 2020.	vjetra	yat	wind	Kako bi ispunila odrednice EU, Bugarska mora osigurati da udio energije iz energije vetra, sunca i drugih zelenih izvora do 2020. dostigne 16% od bruto krajnje potrošnje energije u zemlji.	vjetra>vetra
setimes_test-60	setimes_test	Alon Liel, bivši izraelski ambasador u Turskoj, slaže se da su izraelsko-turski odnosi u krizi.	Alon Liel, former Israeli ambassador to Turkey, agrees that Israeli-Turkish relations are in crisis.	ambasador	lex	ambassador		
setimes_test-86	setimes_test	Napadači, koji su uspjeli pobjeći nakon otvaranja vatre na policiju, bacili su eksplozivni materijal na autobus koji je prevozio stranačke aktiviste na jedan sastanak pred izbore 12. juna.	The attackers, who managed to escape after opening fire on police, threw explosives at the bus carrying party activists to a meeting ahead of the June 12th elections.	uspjeli	yat	managed	Napadači, koji su uspeli pobjeći nakon otvaranja vatre na policiju, bacili su eksplozivni materijal na autobus koji je prevozio stranačke aktiviste na jedan sastanak pred izbore 12. juna.	uspjeli>uspeli
setimes_test-100	setimes_test	Povjerenik EU za proširenje Olli Rehn stigao je u Sarajevo s oštrim upozorenjem političkim liderima Bosne i Hercegovine: ili će se krenuti naprijed sa zahtijevanim reformama ili će kandidatura zemlje za članstvo u EU biti stavljena na led.	EU Enlargement Commissioner Olli Rehn arrived in Sarajevo with a tough warning to Bosnia and Herzegovina's political leaders: push forward with required reforms or see the country's EU bid put on ice.	naprijed	yat	forward	Povjerenik EU za proširenje Olli Rehn stigao je u Sarajevo s oštrim upozorenjem političkim liderima Bosne i Hercegovine: ili će se krenuti napred sa zahtijevanim reformama ili će kandidatura zemlje za članstvo u EU biti stavljena na led.	naprijed>napred
setimes_test-114	setimes_test	Hrvatski predsjednik Stipe Mesić (lijevo) na pres-konferenciji s kosovskim predsjednikom Fatmirom Sejdiuom u petak (8. januar) u Prištini. [Getty Images]	Croatian President Stipe Mesic (left) holds a press conference with Kosovo President Fatmir Sejdiu in Pristina on Friday (January 8th). [Getty Images]	lijevo	yat	left	Hrvatski predsjednik Stipe Mesić (levo) na pres-konferenciji s kosovskim predsjednikom Fatmirom Sejdiuom u petak (8. januar) u Prištini. [Getty Images]	lijevo>levo
setimes_test-160	setimes_test	Kipar je podijeljen duž granica svog grčkog i turskog stanovništva još od 1964.	Cyprus has been divided along the boundaries of its Greek and Turkish populations since 1964.	podijeljen	yat	divided	Kipar je podeljen duž granica svog grčkog i turskog stanovništva još od 1964.	podijeljen>podeljen
setimes_test-197	setimes_test	Day je predstavio godišnji video-serijal o natjecanju Solarni desetoboj, koji pravi američka vlada, u okviru kog univerzitetski studenti iz 20 zemalja grade energetski efikasne kuće s naglaskom na solarnoj energiji.	Day presented the annual Solar Decathlon competition video series produced by the US government, in which university students from 20 countries build energy efficient houses with an emphasis on solar power.	univerzitetski	lex	university		
setimes_test-205	setimes_test	Finansijske institucije koje rade s velikim iznosima novca morat će unaprijediti svoje mjere sigurnosti.	Financial institutions that handle large sums of money will have to improve their security measures.	mjere	yat	measures	Finansijske institucije koje rade s velikim iznosima novca morat će unaprijediti svoje mere sigurnosti.	mjere>mere
setimes_test-210	setimes_test	Izaslanik EU Wolfgang Ischinger (sredina), američki posrednik Frank Wisner (lijevo) i Rus Alexander Botsan-Kharchenko na pres-konferenciji u ponedjeljak (3. decembar) u Beogradu. [Getty Images]	EU envoy Wolfgang Ischinger (centre), US mediator Frank Wisner (left) and Russia's Alexander Botsan-Kharchenko hold a press conference in Belgrade on Monday (December 3rd). [Getty Images]	lijevo	yat	left	Izaslanik EU Wolfgang Ischinger (sredina), američki posrednik Frank Wisner (levo) i Rus Alexander Botsan-Kharchenko na pres-konferenciji u ponedjeljak (3. decembar) u Beogradu. [Getty Images]	lijevo>levo
setimes_test-216	setimes_test	Članica Karmen Rivoseki Simić kaže da će RODA podržati Mesića, kako bi pomogla da se zakon o IVF-u izmijeni.	Member Karmen Rivoseki Simic, says RODA will back Mesic to help change the IVF law.	izmijeni	yat	change	Članica Karmen Rivoseki Simić kaže da će RODA podržati Mesića, kako bi pomogla da se zakon o IVF-u izmeni.	izmijeni>izmeni
setimes_test-224	setimes_test	Makedonski premijer Nikola Gruevski je stigao u trodnevnu posjetu Njemačkoj u ponedjeljak (16. oktobra) u nadi da će dobiti podršku Berlina za pristupanje njegove zemlje EU i NATO-u.	Macedonian Prime Minster Nikola Gruevski arrived on a three-day visit to Germany on Monday (October 16th) hoping to win Berlin's backing for his country's EU and NATO bids.	posjetu	yat	visit	Makedonski premijer Nikola Gruevski je stigao u trodnevnu posetu Njemačkoj u ponedjeljak (16. oktobra) u nadi da će dobiti podršku Berlina za pristupanje njegove zemlje EU i NATO-u.	posjetu>posetu
setimes_test-228	setimes_test	Eroglu je u aprilu pobijedio na predsjedničkim izborima, nakon što je porazio svog prethodnika Mehmeta Alija Talata. (Novinski centar UN-a, Novinska agencija Anadolu, World Bulletin, Cyprus Mail - 21/05/10)	Eroglu won the presidency in April defeating his predecessor Mehmet Ali Talat. (UN News Centre, Anadolu news agency, World Bulletin, Cyprus Mail - 21/05/10)	pobijedio	yat	won	Eroglu je u aprilu pobedio na predsjedničkim izborima, nakon što je porazio svog prethodnika Mehmeta Alija Talata. (Novinski centar UN-a, Novinska agencija Anadolu, World Bulletin, Cyprus Mail - 21/05/10)	pobijedio>pobedio
setimes_test-232	setimes_test	"""Računamo na to da ćemo do kraja svog predsjedavanja biti u mogućnosti iznijeti izvještaj s planom,"" rekla je Merkelova tokom svoje prošlosedmične posjete Kopenhagenu."	"""We count on being able to put forward a report towards the end of our presidency in which we present a plan,"" Merkel said during a visit to Copenhagen last week."	posjete	yat	visit	"""Računamo na to da ćemo do kraja svog predsjedavanja biti u mogućnosti iznijeti izvještaj s planom,"" rekla je Merkelova tokom svoje prošlosedmične posete Kopenhagenu."	posjete>posete
setimes_test-241	setimes_test	Dragnea je izjavio kako će njegovi glavni ciljevi biti unaprjeđenje javne bezbjednosti, između ostalog i u školama, i decentralizacija i reforma uprave.	Dragnea has said his main objectives will be to improve public safety, including in schools, and to decentralise and reform the administration.	bezbjednosti	yat	safety	Dragnea je izjavio kako će njegovi glavni ciljevi biti unaprjeđenje javne bezbednosti, između ostalog i u školama, i decentralizacija i reforma uprave.	bezbjednosti>bezbednosti
setimes_test-249	setimes_test	"Ross Wilson, američki ambasador u Turskoj, osudio je taj ""očiti akt terorizma"" usmjeren na Sjedinjene Države."	"Ross Wilson, US ambassador to Turkey, denounced the ""obvious act of terrorism"" aimed at the United States."	ambasador|usmjeren	lex|yat	ambassador|aimed	"Ross Wilson, američki ambasador u Turskoj, osudio je taj ""očiti akt terorizma"" usmeren na Sjedinjene Države."	usmjeren>usmeren
setimes_test-260	setimes_test	Naglašavajući važnost slobode govora, on je pozvao Ankaru da izmijeni ili poništi kontroverzni član krivičnog zakona koji je doveo do niza suđenja spisateljima i intelektualcima.	Stressing the importance of freedom of speech, he urged Ankara to change or annul a controversial penal code article that has led to a number of trials against writers and intellectuals.	izmijeni	yat	change	Naglašavajući važnost slobode govora, on je pozvao Ankaru da izmeni ili poništi kontroverzni član krivičnog zakona koji je doveo do niza suđenja spisateljima i intelektualcima.	izmijeni>izmeni
setimes_test-261	setimes_test	"Planeri Nabuccoa smatraju Azerbejdžan najsigurnijim izvorom, a ministar vanjskih poslova te zemlje Araz Azimov izjavio je u intervjuu od 29. januara da će se ove godine vjerovatno doći do ""rješenja""."	"Nabucco planners consider Azerbaijan the surest source, and the country's foreign minister, Araz Azimov, said in a January 29th interview that a ""solution"" is likely this year."	rješenja	yat	solution	"Planeri Nabuccoa smatraju Azerbejdžan najsigurnijim izvorom, a ministar vanjskih poslova te zemlje Araz Azimov izjavio je u intervjuu od 29. januara da će se ove godine vjerovatno doći do ""rešenja""."	rješenja>rešenja
setimes_test-265	setimes_test	"Moldavija bi trebala poštivati ""sve ustavne slobode"", kaže se u tom saopćenju za štampu."	"Moldova should respect ""all constitutional liberties"", the press release said."	štampu	lex	press		
setimes_test-284	setimes_test	Predsjednik Kosova Fatmir Sejdiu je izjavio da je njegova strana voljna učestvovati u daljnjim razgovorima, iako se o nezavisnosti ne može pregovarati.	Kosovo President Fatmir Sejdiu said that while independence is non-negotiable, his side is willing to participate in further talks.	učestvovati	lex	participate	Predsjednik Kosova Fatmir Sejdiu je izjavio da je njegova strana voljna sudjelovati u daljnjim razgovorima, iako se o nezavisnosti ne može pregovarati.	učestvovati>sudjelovati
setimes_test-299	setimes_test	Prema tom sporazumu, narednog mjeseca će se sastati Međuvladina konferencija (IGC) koja će izraditi nacrt Reformskog sporazuma kojim će se zamijeniti obiman ustav, koji je odbila većina glasača u Francuskoj i Holandiji.	Under the deal, an Inter-Governmental Conference (IGC) will convene next month to draft a Reform Treaty that will replace the bulky constitution, rejected by the majority of French and Dutch voters.	zamijeniti	yat	replace	Prema tom sporazumu, narednog mjeseca će se sastati Međuvladina konferencija (IGC) koja će izraditi nacrt Reformskog sporazuma kojim će se zameniti obiman ustav, koji je odbila većina glasača u Francuskoj i Holandiji.	zamijeniti>zameniti
setimes_test-322	setimes_test	Njegova izjava uslijedila je na državnom banketu u čast njegove gostujuće indijske kolegice Pratibhe Devisingh Patil.	His statement came at a state banquet in honour of his visiting Indian counterpart, Pratibha Devisingh Patil.	uslijedila	yat	came	Njegova izjava usledila je na državnom banketu u čast njegove gostujuće indijske kolegice Pratibhe Devisingh Patil.	uslijedila>usledila
setimes_test-347	setimes_test	"""Posjeta predsjednika Peresa bila je historijska, jer je to bila prva posjeta Rumuniji koju je do sad obavio predsjednik države Izrael,"" izjavio je za SETimes David Oren, izraelski ambasador u Bukureštu."	"""President Peres' visit was a historic one because it was the first visit ever made by a president of the state of Israel to Romania,"" David Oren, the Israeli ambassador in Bucharest, told SETimes."	ambasador	lex	ambassador		
setimes_test-357	setimes_test	"""Ta poruka je djelimično predstavljala reakciju na prijetnje ove grupe,"" izjavio je u srijedu jedan američki zvaničnik govoreći pod uslovom anonimnosti, kako navodi DPA."	"""The message was partially in response to the threats from this group,"" the DPA quoted a US official, speaking on condition of anonymity, as saying Wednesday."	djelimično	yat	partially	"""Ta poruka je delimično predstavljala reakciju na prijetnje ove grupe,"" izjavio je u srijedu jedan američki zvaničnik govoreći pod uslovom anonimnosti, kako navodi DPA."	djelimično>delimično
setimes_test-364	setimes_test	Tri zemlje sad mogu učestvovati u projektima FP7 i prijavljivati se za sredstva finansiranja za nauku i istraživanja.	The three countries can now participate in FP7 projects and apply for financing for science and research.	učestvovati	lex	participate	Tri zemlje sad mogu sudjelovati u projektima FP7 i prijavljivati se za sredstva finansiranja za nauku i istraživanja.	učestvovati>sudjelovati
setimes_test-367	setimes_test	"Općina Bitolj će sa svoje strane učestvovati sa 3,5 miliona eura,"" izjavio je za SETimes gradonačelnik Bitolja Vadimir Talevski."	"The Bitola municipality will participate by providing 3.5m euro,"" Bitola Mayor Vadimir Talevski told SETimes."	općina|učestvovati	lex|lex	municipality|participate	"Opština Bitolj će sa svoje strane sudjelovati sa 3,5 miliona eura,"" izjavio je za SETimes gradonačelnik Bitolja Vadimir Talevski."	Općina>Opština|učestvovati>sudjelovati
setimes_test-373	setimes_test	Prema riječima Dabarčićeve, SNSD i SDS razmatraju mogućnost povlačenja iz tekućih pregovora i od imenovanja svojih kandidata za najviše državne pozicije.	According to Dabarcic, the SNSD and the SDS are considering withdrawing from ongoing talks and nominating their candidates for top state posts.	riječima	yat	according	Prema rečima Dabarčićeve, SNSD i SDS razmatraju mogućnost povlačenja iz tekućih pregovora i od imenovanja svojih kandidata za najviše državne pozicije.	riječima>rečima
setimes_test-397	setimes_test	Grčki premijer Costas Karamanlis pozvao je ranije ovog mjeseca na prijevremene izbore 4. oktobra, okončavši višesedmične špekulacije. [Getty Images]	Greek Prime Minister Costas Karamanlis called for October 4th snap elections earlier this month, ending weeks of speculation. [Getty Images]	prijevremene	yat	elections	Grčki premijer Costas Karamanlis pozvao je ranije ovog mjeseca na prevremene izbore 4. oktobra, okončavši višesedmične špekulacije. [Getty Images]	prijevremene>prevremene
setimes_test-406	setimes_test	Njih dvojica održali su preko 70 sastanaka prije pauze zbog ovomjesečnih predsjedničkih izbora kiparskih Turaka, koje je nosilac funkcije Talat izgubio od nacionalističkog tvrdolinijaša Eroglua.	The two held more than 70 meetings before a break for this month's Turkish Cypriot presidential election, which the incumbent Talat lost to nationalist hardliner Eroglu.	predsjedničkih	yat	presidential	Njih dvojica održali su preko 70 sastanaka prije pauze zbog ovomjesečnih predsedničkih izbora kiparskih Turaka, koje je nosilac funkcije Talat izgubio od nacionalističkog tvrdolinijaša Eroglua.	predsjedničkih>predsedničkih
setimes_test-441	setimes_test	Prave prepreke su da će se domaći proizvođači između ostalog suočiti s nedovoljnim brojem opremljenih graničnih prijelaza, neadekvatno opremljenim laboratorijama za analizu i nedostatkom dozvola, koje su potrebne da bi izvozna roba ušla na tržište EU.	Real obstacles that the domestic manufacturers will face include an insufficient number of equipped border crossings, under-equipped analysis laboratories, and lack of licenses, which are required for exported goods to enter the EU market.	prijelaza	yat	border,crossings	Prave prepreke su da će se domaći proizvođači između ostalog suočiti s nedovoljnim brojem opremljenih graničnih prelaza, neadekvatno opremljenim laboratorijama za analizu i nedostatkom dozvola, koje su potrebne da bi izvozna roba ušla na tržište EU.	prijelaza>prelaza
